"","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","Contact.Title","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"90","Eden Historical Museum","656 Washington St","Eden","NC",27288,6102,NA,NA,NA,3366230773,"Museums",712110,813319,NA,NA,NA,"Private","Rockingham",2,NA,"edenmuseum.org",2007,"656 Washington St Eden NC 27288","https://www.edenmuseum.org","History",36.49041971,-79.76394217
"91","Edgecombe County Veterans Msm","106 W Church St","Tarboro","NC",27886,4309,NA,NA,NA,2528230891,"Museums",712110,813319,NA,NA,NA,"Private","Edgecombe",3,NA,"edgecombevet.com",2012,"106 W Church St Tarboro NC 27886","https://www.edgecombevet.com","History",35.89828905,-77.53544706
"92","Federal Point Historic","1121 Lake Park Blvd N # A","Carolina Beach","NC",28428,4130,"Darlene","Bright","Director",9104580502,"Museums",712110,NA,NA,NA,NA,"Private","New Hanover",3,NA,NA,1992,"1121 Lake Park Blvd N # A Carolina Beach NC 28428","","History",34.04427152,-77.89810126
"93","Forgotten History-The Mustard","5826 Nc Hwy 242 S","Dunn","NC",28334,7848,"Betsy","Johnson","Manager",9100001111,"Museums",712110,813319,813410,NA,NA,"Private","Johnston",2,NA,NA,2021,"5826 Nc Hwy 242 S Dunn NC 28334","","History",35.29180807,-78.49788135
"94","Forks-The Yadkin Cultural Msm","848 S Main St","Mocksville","NC",27028,2650,"Johnny","Marklin","Manager",8280001111,"Museums",712110,813319,NA,NA,NA,"Private","Davie",2,NA,NA,2023,"848 S Main St Mocksville NC 27028","","History",35.88158757,-80.56096827
"95","Fort Dobbs State Historic Site","438 Fort Dobbs Rd","Statesville","NC",28625,1915,"Doug","Brown","Manager",7048735882,"Museums",712110,712120,NA,NA,NA,"Private","Iredell",8,NA,"fortdobbs.org",1976,"438 Fort Dobbs Rd Statesville NC 28625","https://www.fortdobbs.org","History",35.82125791,-80.8956895
"96","Fort Fisher State Historic Msm","1610 Fort Fisher Blvd S","Kure Beach","NC",28449,3755,"Paul","Laird","CEO",9104585538,"Museums",712110,561510,712120,NA,NA,"Private","New Hanover",13,NA,"nchistoricsites.org",1961,"1610 Fort Fisher Blvd S Kure Beach NC 28449","https://www.nchistoricsites.org","History",33.97226142,-77.91666055
"97","Friends-The City-Raleigh Msm","220 Fayetteville St # 100","Raleigh","NC",27601,1358,NA,NA,NA,9190001111,"Museums",712110,813319,813410,999990,NA,"Private","Wake",3,NA,"cityofraleighmuseum.org",2021,"220 Fayetteville St # 100 Raleigh NC 27601","https://www.cityofraleighmuseum.org","History",35.7776469,-78.63930236
"98","Graham Historical Museum","135 W Elm St","Graham","NC",27253,2801,NA,NA,NA,3365134773,"Museums",712110,NA,NA,NA,NA,"Private","Alamance",2,NA,"cityofgraham.com",2017,"135 W Elm St Graham NC 27253","https://www.cityofgraham.com","History",36.06940063,-79.40121895
"99","Granite Falls History","107 Falls Ave","Granite Falls","NC",28630,1632,NA,NA,NA,8283962792,"Museums",712110,NA,NA,NA,NA,"Private","Caldwell",2,NA,"granitefallshistorymuseum.org",2010,"107 Falls Ave Granite Falls NC 28630","https://www.granitefallshistorymuseum.org","History",35.80100733,-81.41682182
"100","Greene County Museum","107 NW Third St","Snow Hill","NC",28580,1449,"Sharon","Ginn","President",2527471999,"Museums",712110,NA,NA,NA,NA,"Private","Greene",1,NA,NA,2007,"107 NW Third St Snow Hill NC 28580","","History",35.45469375,-77.67197075
"101","Greensboro Historical Museum","130 Summit Ave","Greensboro","NC",27401,3016,"Margaret","Benjamin","President",3363732949,"Museums",712110,813319,813410,999990,NA,"Private","Guilford",15,NA,NA,1924,"130 Summit Ave Greensboro NC 27401","","History",36.07485149,-79.78981842
"102","Harper House/Hickory History","310 N Center St","Hickory","NC",28601,5031,"Amber","Clawson","Director",8283247294,"Museums",712110,712120,NA,NA,NA,"Private","Catawba",2,NA,"catawbahistory.org",2006,"310 N Center St Hickory NC 28601","https://www.catawbahistory.org","History",35.7356893,-81.33773075
"103","Haw River Historical Museum","201 E Main St","Haw River","NC",27258,NA,"Gail","Knauff","Director",3365780784,"Museums",712110,813319,NA,NA,NA,"Private","Alamance",2,NA,"visitalamance.com",1997,"201 E Main St Haw River NC 27258","https://www.visitalamance.com","History",36.08881992,-79.3678223
"104","Haywood Hall House & Gardens","211 New Bern Pl","Raleigh","NC",27601,1415,"Margie","Haywood","Manager",9198328357,"Museums",712110,712120,813410,NA,NA,"Private","Wake",1,NA,"haywoodhallevents.org",2010,"211 New Bern Pl Raleigh NC 27601","https://www.haywoodhallevents.org","History",35.78035301,-78.63628384
"105","Henderson Institute Historical","629 W Rockspring St","Henderson","NC",27536,3439,"Edna","Scott","Manager",2524300616,"Museums",712110,712120,NA,NA,NA,"Private","Vance",2,NA,"henderson-institute.org",1986,"629 W Rockspring St Henderson NC 27536","https://www.henderson-institute.org","History",36.33920809,-78.39953469
"106","Historic Bethabara Park","2147 Bethabara Rd","Winston Salem","NC",27106,2701,"Ellen","Kutcher","Exec Director",3369248191,"Museums",712110,712190,712120,813319,813410,"Private","Forsyth",25,NA,"historicbethabara.org",1913,"2147 Bethabara Rd Winston Salem NC 27106","https://www.historicbethabara.org","History",36.15451902,-80.29612562
"107","Historic Dowd House","2216 Monument St","Charlotte","NC",28208,5072,"Jim","Garges","Director",9803141002,"Museums",712110,712120,NA,NA,NA,"Private","Mecklenburg",2,NA,NA,2017,"2216 Monument St Charlotte NC 28208","","History",35.22577638,-80.88207445
"108","Historic Edenton State","108 N Broad St","Edenton","NC",27932,1903,"Linda J","Eure","Manager",2524822637,"Museums",712110,712120,921120,NA,NA,"State","Chowan",10,NA,"historicsites.nc.gov",1962,"108 N Broad St Edenton NC 27932","https://www.historicsites.nc.gov","History",36.06103499,-76.60813373
"109","Historic Gold Hill","735 St Stephens Church Rd","Gold Hill","NC",28071,NA,"Vivian","Hopkins","Vice President",7049606457,"Museums",712110,712120,813319,NA,NA,"Private","Rowan",2,NA,"historicgoldhill.com",1990,"735 St Stephens Church Rd Gold Hill NC 28071","https://www.historicgoldhill.com","History",35.51138793,-80.34550224
"110","Historic Halifax Historic Site","25 Saint David St","Halifax","NC",27839,NA,"Carl","Burke","Manager",2525837191,"Museums",712110,712120,813319,712120,NA,"State","Halifax",4,NA,"historicsites.nc.gov",1955,"25 Saint David St Halifax NC 27839","https://www.historicsites.nc.gov","History",36.32957579,-77.58903221
"111","Historic Johnson Farm","3346 Haywood Rd","Hendersonville","NC",28791,9721,"Lisa","Whitfield","Owner",8288916585,"Museums",712110,111998,712120,813319,813410,"Private","Henderson",1,NA,"hendersoncountypublicschoolsnc.org",1993,"3346 Haywood Rd Hendersonville NC 28791","https://www.hendersoncountypublicschoolsnc.org","History",35.35812166,-82.51010957
"112","Historic Oak View County Park","4028 Carya Dr","Raleigh","NC",27610,2913,"Emily","Catherman","Manager",9192501013,"Museums",712110,712120,712190,712190,NA,"Private","Wake",7,NA,"wakegov.com",1995,"4028 Carya Dr Raleigh NC 27610","https://www.wakegov.com","History",35.77013472,-78.56880344
"113","Historic Rural Hill Inc","4431 Neck Rd","Huntersville","NC",28078,8342,"Jeff","Fissel","Exec Director",7048753113,"Museums",712110,712120,813319,813410,NA,"Private","Mecklenburg",7,NA,"ruralhills.com",1992,"4431 Neck Rd Huntersville NC 28078","https://www.ruralhills.com","History",35.38395286,-80.94478325
"114","History Museum of Burke County","201 W Meeting St","Morganton","NC",28655,3761,"Claude","Sitton","Exec Director",8284371777,"Museums",712110,813319,NA,NA,NA,"Private","Burke",1,NA,"thehistorymuseumofburke.org",2003,"201 W Meeting St Morganton NC 28655","https://www.thehistorymuseumofburke.org","History",35.74375421,-81.68799003
"115","History-Medicine Collecitons","411 Chapel Dr # 3","Durham","NC",27710,1,"Rachel","Ingold","Manager",9196848549,"Museums",712110,519210,NA,NA,NA,"Private","Durham",2,NA,"library.duke.edu",1930,"411 Chapel Dr # 3 Durham NC 27710","https://www.library.duke.edu","History",36.00046659,-78.93773627
"116","Kings Mountain Historical Msm","100 E Mountain St","Kings Mountain","NC",28086,3443,"Sarah","Lynch","Director",7047391019,"Museums",712110,813319,NA,NA,NA,"Private","Cleveland",1,NA,"kingsmountainmuseum.org",1986,"100 E Mountain St Kings Mountain NC 28086","https://www.kingsmountainmuseum.org","History",35.23918322,-81.34234572
"117","Lincoln County Museum-History","403 E Main St","Lincolnton","NC",28092,3305,"Jason","Harpe","Exec Director",7047489090,"Museums",712110,NA,NA,NA,NA,"Private","Lincoln",3,NA,"lincolncountyhistory.com",1955,"403 E Main St Lincolnton NC 28092","https://www.lincolncountyhistory.com","History",35.47294603,-81.25225067
"118","Lower Cape Fear Historical","126 S 3rd St","Wilmington","NC",28401,4556,"John","Golden","President",9107620492,"Museums",712110,712120,813319,712110,813910,"Private","New Hanover",3,NA,NA,1956,"126 S 3rd St Wilmington NC 28401","","History",34.23361272,-77.94595616
"119","Macon County Heritage Ctr","51 Cowee School Dr","Franklin","NC",28734,4182,NA,NA,NA,8280001111,"Museums",712110,NA,NA,NA,NA,"Private","Macon",2,NA,NA,2021,"51 Cowee School Dr Franklin NC 28734","","History",35.25996989,-83.40724748
"120","Macon County Historical Museum","36 W Main St","Franklin","NC",28734,3006,"Robert","Shook","Administrator",8285249758,"Museums",712110,813319,813410,813410,NA,"Private","Macon",5,NA,"maconnchistorical.org",1947,"36 W Main St Franklin NC 28734","https://www.maconnchistorical.org","History",35.18136108,-83.3828145
"121","Marshville Museum & Cultural","201 N Elm St","Marshville","NC",28103,1116,NA,NA,NA,7040001111,"Museums",712110,NA,NA,NA,NA,"Private","Union",2,NA,"unionarts.org",2014,"201 N Elm St Marshville NC 28103","https://www.unionarts.org","History",34.98773566,-80.36851419
"122","Mebane Historical Society","209 W Jackson St","Mebane","NC",27302,NA,"Traci","Davenport","Exec Director",9195635054,"Museums",712110,611710,813319,813410,NA,"Private","Alamance",4,NA,"mebanehistoricalmuseum.org",1909,"209 W Jackson St Mebane NC 27302","https://www.mebanehistoricalmuseum.org","History",36.09422456,-79.27100639
"123","Mill House Museum","163 Cross St","Cooleemee","NC",27014,NA,"Tony","Steele","President",3362846040,"Museums",712110,NA,NA,NA,NA,"Private","Davie",1,NA,"visitnc.com",2006,"163 Cross St Cooleemee NC 27014","https://www.visitnc.com","History",35.81316315,-80.5570954
"124","Millican Pictorial History Msm","35 E Catawba St","Belmont","NC",28012,3351,"Allen","Millican","Manager",7048298033,"Museums",712110,NA,NA,NA,NA,"Private","Gaston",2,NA,"millicanpictorialhistorymuseum.com",2010,"35 E Catawba St Belmont NC 28012","https://www.millicanpictorialhistorymuseum.com","History",35.24381844,-81.03614773
"125","Mint Hill Historical Society","7601 Matthews Mint Hill Rd","Mint Hill","NC",28227,7597,"Suzanne","Mcdonald","Director",7045730726,"Museums",712110,813410,NA,NA,NA,"Private","Mecklenburg",4,NA,"minthillhistory.com",2013,"7601 Matthews Mint Hill Rd Mint Hill NC 28227","https://www.minthillhistory.com","History",35.17714401,-80.6518124
"126","Mt Airy Museum of Regl History","301 N Main St","Mt Airy","NC",27030,3811,"Matthew J","Edwards","Director",3367864478,"Museums",712110,813319,813410,NA,NA,"Private","Surry",6,NA,"northcarolinamuseum.org",1993,"301 N Main St Mt Airy NC 27030","https://www.northcarolinamuseum.org","History",36.50173789,-80.60847638
"127","Murray's Mill Historic Dist","1489 Murrays Mill Rd","Catawba","NC",28609,8306,NA,NA,NA,8282414299,"Museums",712110,712120,NA,NA,NA,"Private","Catawba",2,NA,"catawbahistory.org",1873,"1489 Murrays Mill Rd Catawba NC 28609","https://www.catawbahistory.org","History",35.67722415,-81.0947061
"128","Museum of Ashe County History","301 E Main St","Jefferson","NC",28640,NA,"Andrew","Cole","Administrator",3368461904,"Museums",712110,813319,NA,NA,NA,"Private","Ashe",3,NA,"ashehistory.org",2009,"301 E Main St Jefferson NC 28640","https://www.ashehistory.org","History",36.42090848,-81.4697661
"129","Museum of Durham History","500 W Main St","Durham","NC",27701,3265,"Jeanette","Shaffer","Director",9192469993,"Museums",712110,813319,999990,NA,NA,"Private","Durham",4,NA,"museumofdurhamhistory.org",2021,"500 W Main St Durham NC 27701","https://www.museumofdurhamhistory.org","History",35.99773285,-78.90529948
"130","Museum-Archives-Rockingham","1086 N Carolina Highway 65","Reidsville","NC",27320,NA,"Jordan","Rossi","Exec Director",3366344949,"Museums",712110,NA,NA,NA,NA,"Private","Rockingham",3,NA,"themarconline.org",2012,"1086 N Carolina Highway 65 Reidsville NC 27320","https://www.themarconline.org","History",36.39811755,-79.76994269
"131","NCSD Historical Museum","517 W Fleming Dr","Morganton","NC",28655,3955,"C P","Hailey","Manager",8280001111,"Museums",712110,813319,NA,NA,NA,"Private","Burke",2,NA,NA,2023,"517 W Fleming Dr Morganton NC 28655","","History",35.73026544,-81.69324264
"132","North Carolina Dept-Cultural","601 College Ave SW","Lenoir","NC",28645,5406,"Ellen","Ball","Exec Director",8287542486,"Museums",712110,NA,NA,NA,NA,"Private","Caldwell",3,NA,"cityoflenoir.com",2019,"601 College Ave SW Lenoir NC 28645","https://www.cityoflenoir.com","History",35.91395961,-81.53625167
"133","North Carolina Msm of History","5 E Edenton St","Raleigh","NC",27601,1011,"Kenneth","Howard","Director",9198077900,"Museums",712110,813319,999990,NA,NA,"Private","Wake",149,NA,"ncmuseumofhistory.org",2012,"5 E Edenton St Raleigh NC 27601","https://www.ncmuseumofhistory.org","History",35.78126435,-78.63892296
"134","Northampton County Museum Inc","203 W Jefferson St","Jackson","NC",27845,NA,"Janice","Babb","Manager",2525342911,"Museums",712110,NA,NA,NA,NA,"Private","Northampton",1,NA,"visitnorthamptonnc.com",2008,"203 W Jefferson St Jackson NC 27845","https://www.visitnorthamptonnc.com","History",36.389674,-77.4216613
"135","Old Brunswick County Jail Msm","318 E Nash St","Southport","NC",28461,3938,"Nancy","Christianson","Manager",9104577927,"Museums",712110,NA,NA,NA,NA,"Private","Brunswick",3,NA,"ncbrunswick.com",2017,"318 E Nash St Southport NC 28461","https://www.ncbrunswick.com","History",33.92058131,-78.01641829
"136","Old Stone House Museum","770 Old Stone House Rd","Salisbury","NC",28146,2278,"Aaron","Kepley","Exec Director",7046335946,"Museums",712110,NA,NA,NA,NA,"Private","Rowan",8,NA,"rowanmuseum.org",1814,"770 Old Stone House Rd Salisbury NC 28146","https://www.rowanmuseum.org","History",35.62055851,-80.44123838
"137","Onslow County Museum","301 S Wilmington St","Richlands","NC",28574,8326,"Lisa","Whitman-Grice","Exec Director",9103245008,"Museums",712110,813319,NA,NA,NA,"Private","Onslow",5,NA,"onslowcountync.gov",1976,"301 S Wilmington St Richlands NC 28574","https://www.onslowcountync.gov","History",34.90210814,-77.54471688
"138","Orange County Historical Msm","201 N Churton St","Hillsborough","NC",27278,2535,"Candace","Midgett","Exec Director",9197322201,"Museums",712110,712120,NA,NA,NA,"Private","Orange",3,NA,"orangehistorync.org",1957,"201 N Churton St Hillsborough NC 27278","https://www.orangehistorync.org","History",36.07710585,-79.09955889
"139","Pamlico County Historical Assn","10642 Highway 55 E","Grantsboro","NC",28529,NA,"Terry","Cannan","President",2527452239,"Museums",712110,NA,NA,NA,NA,"Private","Pamlico",1,NA,NA,2009,"10642 Highway 55 E Grantsboro NC 28529","","History",35.139517,-76.8479403
"140","Pantego Academy Historical Msm","46 Academy St","Pantego","NC",27860,7500,NA,NA,NA,2529432200,"Museums",712110,813410,NA,NA,NA,"Private","Beaufort",2,NA,NA,1873,"46 Academy St Pantego NC 27860","","History",35.59023316,-76.66204643
"141","Pender County Museum","200 W Bridgers St","Burgaw","NC",28425,NA,"Shelby","Battle","President",9102598543,"Museums",712110,813319,813910,NA,NA,"Private","Pender",25,NA,"burgawnc.gov",1995,"200 W Bridgers St Burgaw NC 28425","https://www.burgawnc.gov","History",34.55221922,-77.92932952
"142","Person County Msm of History","309 N Main St","Roxboro","NC",27573,5326,NA,NA,NA,3365972884,"Museums",712110,813319,999990,NA,NA,"Private","Person",1,NA,"pcmuseumnc.com",2012,"309 N Main St Roxboro NC 27573","https://www.pcmuseumnc.com","History",36.39619136,-78.98098095
"143","Polk County Historical Assn","60 Walker St","Columbus","NC",28722,NA,"Ted","Owens","President",8288943351,"Museums",712110,813319,813910,NA,NA,"Private","Polk",3,NA,"polknchistory.org",1977,"60 Walker St Columbus NC 28722","https://www.polknchistory.org","History",35.2486053,-82.17767274
"144","Pope House Museum","511 S Wilmington St","Raleigh","NC",27601,1860,NA,NA,NA,9198334633,"Museums",712110,NA,NA,NA,NA,"Private","Wake",2,NA,"raleighnc.gov",1999,"511 S Wilmington St Raleigh NC 27601","https://www.raleighnc.gov","History",35.77402596,-78.63836623
"145","Red Springs Historical Museum","506 E 4th Ave","Red Springs","NC",28377,1636,NA,NA,NA,9108437300,"Museums",712110,NA,NA,NA,NA,"Private","Robeson",2,NA,"redsprings.org",2005,"506 E 4th Ave Red Springs NC 28377","https://www.redsprings.org","History",34.81290295,-79.18994498
"146","Reed Gold Mine State Historic","9621 Reed Mine Rd","Midland","NC",28107,9673,"Larry K","Neal Jr","Manager",7047214653,"Museums",712110,561510,712120,NA,NA,"Private","Cabarrus",7,NA,NA,1962,"9621 Reed Mine Rd Midland NC 28107","","History",35.28525143,-80.47062101
"147","Reynolda House Museum-American","2250 Reynolda Rd","Winston Salem","NC",27106,5117,"John W","Davis III","President",3367585150,"Museums",712110,813319,712110,999990,NA,"Private","Forsyth",67,NA,"reynolda.org",1912,"2250 Reynolda Rd Winston Salem NC 27106","https://www.reynolda.org","History",36.12503744,-80.28503996
"148","Robeson County Museum","101 S Elm St","Lumberton","NC",28358,6541,"Shep","Oliver","President",9107387979,"Museums",712110,NA,NA,NA,NA,"Private","Robeson",1,NA,"robesonhistorymuseum.org",1987,"101 S Elm St Lumberton NC 28358","https://www.robesonhistorymuseum.org","History",34.61722885,-79.00876126
"149","Sallie Mae Ligon Msm-Archives","600 College St","Oxford","NC",27565,2717,NA,NA,NA,9196033904,"Museums",712110,NA,NA,NA,NA,"Private","Granville",2,NA,"salliemaeligon.org",1872,"600 College St Oxford NC 27565","https://www.salliemaeligon.org","History",36.31867986,-78.59407237
"150","Sampson County Historical Scty","2336 Honrine Rd","Clinton","NC",28328,7824,NA,NA,NA,9100001111,"Museums",712110,NA,NA,NA,NA,"Private","Sampson",2,NA,NA,2019,"2336 Honrine Rd Clinton NC 28328","","History",35.14480719,-78.36126552
"151","Sampson County History Museum","313 Lisbon St","Clinton","NC",28328,4118,"Kay","Raynor","President",9105900007,"Museums",712110,813319,NA,NA,NA,"Private","Sampson",2,NA,"sampsonhmc.com",1997,"313 Lisbon St Clinton NC 28328","https://www.sampsonhmc.com","History",34.99721598,-78.3221978
"152","Schiele Museum-Natrl History","1500 E Garrison Blvd","Gastonia","NC",28054,5133,"Karl","Mckinnon","Director",7048666900,"Museums",712110,813319,712110,813410,NA,"Private","Gaston",26,NA,"schielemuseum.org",1961,"1500 E Garrison Blvd Gastonia NC 28054","https://www.schielemuseum.org","History",35.25287998,-81.15824619
"153","Second Ward Alumni House","1905 Beatties Ford Rd","Charlotte","NC",28216,4511,"James","Alsop","Board Member",7043988333,"Museums",712110,NA,NA,NA,NA,"Private","Mecklenburg",2,NA,NA,2000,"1905 Beatties Ford Rd Charlotte NC 28216","","History",35.26159027,-80.85505933
"154","Silvermont Mansion","364 E Main St # 2","Brevard","NC",28712,3835,"Jan","Osborne","Chairman",8288843156,"Museums",712110,712120,NA,NA,NA,"Private","Transylvania",1,NA,"silvermont.org",2010,"364 E Main St # 2 Brevard NC 28712","https://www.silvermont.org","History",35.23076453,-82.72932458
"155","Simonetti Historic Cuba Collec","1825 Chapel Hill Rd","Durham","NC",27707,1105,"Vincent","Simonetti","Manager",9194020864,"Museums",712110,541921,NA,NA,NA,"Private","Durham",2,NA,"simonettitubacollection.com",2016,"1825 Chapel Hill Rd Durham NC 27707","https://www.simonettitubacollection.com","History",35.98951509,-78.92449719
"156","Stanly County Historic PRSRVTN","157 N 2nd St","Albemarle","NC",28001,4803,"Lessie","Huneycutt","Manager",7049863777,"Museums",712110,561591,921120,NA,NA,"County","Stanly",3,NA,"stanlycountymuseum.com",1973,"157 N 2nd St Albemarle NC 28001","https://www.stanlycountymuseum.com","History",35.35143178,-80.19811046
"157","Swannanoa Valley Msm & History","223 W State St","Black Mountain","NC",28711,3408,"Katherine","Cutshall","Director",8286699566,"Museums",712110,813319,NA,NA,NA,"Private","Buncombe",2,NA,"history.swannanoavalleymuseum.org",1948,"223 W State St Black Mountain NC 28711","https://www.history.swannanoavalleymuseum.org","History",35.61667514,-82.32131469
"158","Town-Catawba Historical Assoc","101 1st Ave SW","Catawba","NC",28609,NA,"Helen","Rhyne","Owner",8282414077,"Museums",712110,NA,NA,NA,NA,"Private","Catawba",2,NA,"townofcatawbanc.org",2010,"101 1st Ave SW Catawba NC 28609","https://www.townofcatawbanc.org","History",35.70637025,-81.0762324
"159","Transportation-Local History","325 Franklin St","Fayetteville","NC",28301,5527,"Budget","Chronicles","Other",9104331457,"Museums",712110,NA,NA,NA,NA,"Private","Cumberland",2,NA,"fcpr.us",2017,"325 Franklin St Fayetteville NC 28301","https://www.fcpr.us","History",35.0523463,-78.8816767
"160","Tryon Historical Museum","26 Maple St","Tryon","NC",28782,3481,"Maxine","Mcleod","Manager",8288590123,"Museums",712110,813319,NA,NA,NA,"Private","Polk",2,NA,"tryonhistoricalmuseum.com",2015,"26 Maple St Tryon NC 28782","https://www.tryonhistoricalmuseum.com","History",35.20979371,-82.23829382
"161","Tryon Historical Museum Inc","106 Marion St","Tryon","NC",28782,2938,"Maxine G","Mcleod","Owner",8280001111,"Museums",712110,NA,NA,NA,NA,"Private","Polk",2,NA,NA,2015,"106 Marion St Tryon NC 28782","","History",35.20963749,-82.24842249
"162","US Army Airborne & Special","100 Bragg Blvd","Fayetteville","NC",28301,4806,"Jim","Bartlinski","Director",9106432766,"Museums",712110,NA,NA,NA,NA,"Private","Cumberland",21,NA,"shop.asomf.org",2000,"100 Bragg Blvd Fayetteville NC 28301","https://www.shop.asomf.org","History",35.05551079,-78.88667026
"163","Washington County Historical","302 E Water St","Plymouth","NC",27962,NA,"David","Bennett","Manager",2527419501,"Museums",712110,712120,NA,NA,NA,"Private","Washington",2,NA,"portoplymouthmuseum.org",1989,"302 E Water St Plymouth NC 27962","https://www.portoplymouthmuseum.org","History",35.86845367,-76.74804434
"164","Wayne County Museum","116 N William St","Goldsboro","NC",27530,3702,"Gary","Bartlett","President",9197345023,"Museums",712110,NA,NA,NA,NA,"Private","Wayne",2,NA,NA,1988,"116 N William St Goldsboro NC 27530","","History",35.38234282,-77.9934881
"165","WNC Military History Museum","21 E Main St","Brevard","NC",28712,3737,"Emmett","Casciato","Manager",8288842141,"Museums",712110,NA,NA,NA,NA,"Private","Transylvania",2,NA,"theveteransmuseum.org",2016,"21 E Main St Brevard NC 28712","https://www.theveteransmuseum.org","History",35.22615171,-82.72754986
"166","Yancey History Assn","3 Academy St # A","Burnsville","NC",28714,2966,"Elaine","Boone","President",8286789587,"Museums",712110,813319,813910,813410,NA,"Private","Yancey",1,NA,"yanceyhistoryassociation.org",1988,"3 Academy St # A Burnsville NC 28714","https://www.yanceyhistoryassociation.org","History",35.91743594,-82.30103053
"167","Avery County Historical Museum","1829 Schultz Cir","Newland","NC",28657,NA,"Tense","Banks","Director",8287337111,"Museums",712110,813319,NA,NA,NA,"Private","Avery",4,NA,"blueridgeheritage.com",2006,"1829 Schultz Cir Newland NC 28657","https://www.blueridgeheritage.com","History",36.0865612,-81.92600396
"168","House of Flags Museum","33 Gibson St","Columbus","NC",28722,NA,NA,NA,NA,8288945640,"Museums",712110,813319,NA,NA,NA,"Private","Polk",2,NA,"houseofflags.org",2001,"33 Gibson St Columbus NC 28722","https://www.houseofflags.org","History",35.25191548,-82.19779953
"169","John F Kennedy Special Warfare",NA,"Fort Liberty","NC",28310,NA,NA,NA,NA,9104321533,"Museums",712110,NA,NA,NA,NA,"Private","Cumberland",2,NA,"soc.mil",2018,"NA Fort Liberty NC 28310","https://www.soc.mil","History",35.140311,-79.1541465
"170","Oriental's History Museum","802 Broad St","Oriental","NC",28571,9780,"Marsha","Shirk","Manager",2520001111,"Museums",712110,813319,NA,NA,NA,"Private","Pamlico",2,NA,"townoforiental.com",2005,"802 Broad St Oriental NC 28571","https://www.townoforiental.com","History",35.0306223,-76.6927962
"171","Richmond-Miles History Museum","15 Main St","Yanceyville","NC",27379,NA,"Sallie","Smith","President",3366944965,"Museums",712110,NA,NA,NA,NA,"Private","Caswell",2,NA,"caswellcountyhistory.org",1980,"15 Main St Yanceyville NC 27379","https://www.caswellcountyhistory.org","History",36.40382369,-79.33467822
"172","Tillery History House Museum","321 Community Center Rd","Tillery","NC",27887,NA,"Gary R","Grant","Director",2528263017,"Museums",712110,712120,NA,NA,NA,"Private","Halifax",2,NA,"cct78.org",1978,"321 Community Center Rd Tillery NC 27887","https://www.cct78.org","History",36.25653248,-77.48080458
"173","Wrightsville Beach Msm-History","303 Salisbury St W","Wrightsville Bch","NC",28480,1819,"Madeline","Flagler","Director",9102562569,"Museums",712110,813319,NA,NA,NA,"Private","New Hanover",21,NA,"wbmuseumofhistory.com",1996,"303 Salisbury St W Wrightsville Bch NC 28480","https://www.wbmuseumofhistory.com","History",34.21815369,-77.7973135
"174","John F Kennedy Special Warfare","D-2815 Ardennes & Zabitosky","Fort Liberty","NC",28307,NA,"William","Palmer","President",9104321533,"Museums",712110,NA,NA,NA,NA,"Private","Cumberland",7,NA,NA,1963,"D-2815 Ardennes & Zabitosky Fort Liberty NC 28307","","History",35.125896,-79.000574
"175","JFK Special War Fare Museum","Ardennes & Zabitoski D2815","Fort Liberty","NC",28310,1,"Roxanne","Merritt","Director",9104324272,"Museums",712110,459420,NA,NA,NA,"Private","Cumberland",4,NA,"specialwarfaremuseum.org",1984,"Ardennes & Zabitoski D2815 Fort Liberty NC 28310","https://www.specialwarfaremuseum.org","History",35.125896,-79.000573
"176","Alamance Battleground State","5803 S N Carolina Hwy","Burlington","NC",27215,NA,"Jeremiah","De Gennaro","Manager",3362274785,"Museums",712110,459420,712120,NA,NA,"Private","Alamance",3,NA,"historicsites.nc.gov",1962,"5803 S N Carolina Hwy Burlington NC 27215","https://www.historicsites.nc.gov","History",36.009738,-79.521028
"177","Chatham County Historical Msm","US Highway 64 & US 15-501","Pittsboro","NC",27312,NA,NA,NA,NA,9195426222,"Museums",712110,NA,NA,NA,NA,"Private","Chatham",2,NA,"chathamhistory.org",2015,"US Highway 64 & US 15-501 Pittsboro NC 27312","https://www.chathamhistory.org","History",35.720088,-79.177086
"178","Granville County Historical","1 Museum Ln","Oxford","NC",27565,NA,"Richard","Taylor","President",9196939706,"Museums",712110,813319,813410,921120,999990,"County","Granville",6,NA,"mobile.granvillemuseumnc.org",1996,"1 Museum Ln Oxford NC 27565","https://www.mobile.granvillemuseumnc.org","History",36.311622,-78.587282
"179","John Blue House & Museum","13040 X-Ray Rd","Laurinburg","NC",28352,NA,"Jim","Walker","Manager",9102800435,"Museums",712110,712120,NA,NA,NA,"Private","Scotland",2,NA,NA,2017,"13040 X-Ray Rd Laurinburg NC 28352","","History",34.757371,-79.498687
"180","Cashiers Historical Society","1940 Highway 107 S","Cashiers","NC",28717,NA,"Sandy","Jennings","Owner",8287437710,"Museums",712110,813319,813410,813410,999990,"Private","Jackson",3,NA,"cashiers411.com",2004,"1940 Highway 107 S Cashiers NC 28717","https://www.cashiers411.com","History",35.091637,-83.080536
